	filename_assembly	assembly_name	refseq_assembly_accession	spanned_gaps	unspanned_gaps	scaffold_count	scaffold_N50	contig_count	contig_N50	total_gap_length	gc_perc
256	GCF_018135715.1_MEX_DaPlex_assembly_stats.txt	"MEX_DaPlex
"	"GCF_018135715.1
"	"42
"	"0
"	"66
"	"8158176
"	"108
"	"3940764
"	"4200
"	"32
"
257	GCF_018139145.2_ASM1813914v2_assembly_stats.txt	"ASM1813914v2
"	"GCF_018139145.2
"	"632
"	"0
"	"542
"	"85355094
"	"1174
"	"17075888
"	"316000
"	"42
"
258	GCF_018294505.1_IWGSC_CS_RefSeq_v2.1_assembly_stats.txt	"IWGSCCSRefSeqv2.1
"	"GCF_018294505.1
"	"214760
"	"0
"	"91589
"	"713360525
"	"306349
"	"341278
"	"252458076
"	"46
"
259	GCF_018296145.1_Otsh_v2.0_assembly_stats.txt	"Otsh_v2.0
"	"GCF_018296145.1
"	"5
"	"2313
"	"9978
"	"2884253
"	"9983
"	"2884253
"	"231710
"	"43.5
"
260	GCF_018320785.1_ASM1832078v1_assembly_stats.txt	"ASM1832078v1
"	"GCF_018320785.1
"	"284
"	"0
"	"46
"	"51466935
"	"330
"	"16477222
"	"28400
"	"39.5
"
261	GCF_018340385.1_ASM1834038v1_assembly_stats.txt	"ASM1834038v1
"	"GCF_018340385.1
"	"13137
"	"0
"	"6701
"	"29545497
"	"19838
"	"1558716
"	"7971909
"	"37
"
262	GCF_018345385.1_ASM1834538v1_assembly_stats.txt	"ASM1834538v1
"	"GCF_018345385.1
"	"527
"	"0
"	"929
"	"131537142
"	"1456
"	"33460300
"	"52700
"	"41.5
"
263	GCF_018350155.1_O.geoffroyi_Oge1_pat1.0_assembly_stats.txt	"O.geoffroyi_Oge1_pat1.0
"	"GCF_018350155.1
"	"45
"	"0
"	"47
"	"152606360
"	"92
"	"104474415
"	"8500
"	"42
"
264	GCF_018350175.1_F.catus_Fca126_mat1.0_assembly_stats.txt	"F.catus_Fca126_mat1.0
"	"GCF_018350175.1
"	"39
"	"0
"	"71
"	"148491486
"	"110
"	"90731473
"	"7100
"	"42
"
265	GCF_018350195.1_P.tigris_Pti1_mat1.1_assembly_stats.txt	"P.tigris_Pti1_mat1.1
"	"GCF_018350195.1
"	"65
"	"0
"	"75
"	"146942463
"	"140
"	"74391967
"	"10100
"	"41.5
"
266	GCF_018350215.1_P.leo_Ple1_pat1.1_assembly_stats.txt	"P.leo_Ple1_pat1.1
"	"GCF_018350215.1
"	"55
"	"0
"	"54
"	"147402474
"	"109
"	"77781637
"	"9500
"	"41.5
"
267	GCF_018446385.1_Zo_v1.1_assembly_stats.txt	"Zo_v1.1
"	"GCF_018446385.1
"	"898
"	"0
"	"211
"	"141269392
"	"1109
"	"6396877
"	"66743
"	"39
"
268	GCF_018492685.1_fAloSap1.pri_assembly_stats.txt	"fAloSap1.pri
"	"GCF_018492685.1
"	"1639
"	"0
"	"74
"	"38440066
"	"1713
"	"1565278
"	"4995812
"	"43
"
269	GCF_018555375.3_ASM1855537v3_assembly_stats.txt	"ASM1855537v3
"	"GCF_018555375.3
"	"962
"	"0
"	"967
"	"56672075
"	"1929
"	"5074093
"	"94373
"	"43.5
"
270	GCF_018687715.1_C.illinoinensisPawnee_v1_assembly_stats.txt	"C.illinoinensisPawnee_v1
"	"GCF_018687715.1
"	"4
"	"18
"	"35
"	"26527444
"	"39
"	"26032966
"	"180295
"	"36.5
"
271	GCF_018812025.1_ASM1881202v1_assembly_stats.txt	"ASM1881202v1
"	"GCF_018812025.1
"	"1091
"	"0
"	"243
"	"42265598
"	"1334
"	"2576066
"	"1913521
"	"37.5
"
272	GCF_018831695.1_ASM1883169v1_assembly_stats.txt	"ASM1883169v1
"	"GCF_018831695.1
"	"3663
"	"0
"	"1122
"	"25085836
"	"4785
"	"1423374
"	"391652
"	"38
"
273	GCF_018873765.1_Tspe_v1_assembly_stats.txt	"Tspe_v1
"	"GCF_018873765.1
"	"163
"	"0
"	"1289
"	"69013595
"	"1452
"	"12206888
"	"16300
"	"40
"
274	GCF_018902025.1_UCI_dwil_1.1_assembly_stats.txt	"UCI_dwil_1.1
"	"GCF_018902025.1
"	"5
"	"0
"	"744
"	"9374611
"	"749
"	"9079863
"	"84357
"	"37.5
"
275	GCF_019097595.1_SWU_Hwy_1.0_assembly_stats.txt	"SWU_Hwy_1.0
"	"GCF_019097595.1
"	"107
"	"0
"	"73
"	"26010843
"	"180
"	"21700000
"	"10700
"	"39.5
"
276	GCF_019175385.1_ASM1917538v2_assembly_stats.txt	"ASM1917538v2
"	"GCF_019175385.1
"	"1565
"	"0
"	"166
"	"137364012
"	"1731
"	"2385424
"	"850421
"	"38
"
277	GCF_019176455.1_IFAPA_SoseM_1_assembly_stats.txt	"IFAPA_SoseM_1
"	"GCF_019176455.1
"	"662
"	"0
"	"1937
"	"26091242
"	"2599
"	"1188264
"	"65441
"	"41
"
278	GCF_019186545.1_ASM1918654v1_assembly_stats.txt	"ASM1918654v1
"	"GCF_019186545.1
"	"12072
"	"0
"	"17084
"	"62591986
"	"29156
"	"127564
"	"98141466
"	"34.5
"
279	GCF_019202715.1_MaoHua_MHT_assembly_stats.txt	"MaoHua_MHT
"	"GCF_019202715.1
"	"709
"	"0
"	"88
"	"22298404
"	"797
"	"1659789
"	"2378514
"	"35.5
"
280	GCF_019202785.1_ASM1920278v2_assembly_stats.txt	"ASM1920278v2
"	"GCF_019202785.1
"	"7982
"	"0
"	"1061
"	"36870704
"	"9043
"	"470155
"	"798200
"	"37.5
"
281	GCF_019320065.1_ASM1932006v1_assembly_stats.txt	"ASM1932006v1
"	"GCF_019320065.1
"	"6643
"	"0
"	"185
"	"77654944
"	"6828
"	"914577
"	"1906222
"	"41.5
"
282	GCF_019320115.1_ASM1932011v1_assembly_stats.txt	"ASM1932011v1
"	"GCF_019320115.1
"	"4932
"	"0
"	"2420
"	"142959281
"	"7352
"	"673655
"	"11800417
"	"45.5
"
283	GCF_019359855.1_MPB_Lper_Kyuss_1697_assembly_stats.txt	"MPB_Lper_Kyuss_1697
"	"GCF_019359855.1
"	"238
"	"0
"	"1677
"	"275237373
"	"1915
"	"11068168
"	"23800
"	"44.5
"
284	GCF_019393635.1_mDroGli1.pri_assembly_stats.txt	"mDroGli1.pri
"	"GCF_019393635.1
"	"260
"	"0
"	"17
"	"670775900
"	"277
"	"38230856
"	"2929889
"	"39
"
285	GCF_019457755.1_ASM1945775v1_assembly_stats.txt	"ASM1945775v1
"	"GCF_019457755.1
"	"33
"	"0
"	"67
"	"24994491
"	"100
"	"11235615
"	"3300
"	"39.5
"
286	GCF_019578655.1_ASM1957865v1_assembly_stats.txt	"ASM1957865v1
"	"GCF_019578655.1
"	"330
"	"0
"	"140
"	"31927722
"	"470
"	"7311548
"	"165000
"	"33
"
287	GCF_019703515.2_UBuf_Myxa_2_assembly_stats.txt	"UBuf_Myxa_2
"	"GCF_019703515.2
"	"224
"	"0
"	"353
"	"47849308
"	"577
"	"35119607
"	"112000
"	"39
"
288	GCF_019740435.1_SWU_Gaff_1.0_assembly_stats.txt	"SWU_Gaff_1.0
"	"GCF_019740435.1
"	"181
"	"0
"	"37
"	"29761488
"	"218
"	"12906370
"	"17569858
"	"39
"
289	GCF_019802595.1_ASM1980259v1_assembly_stats.txt	"ASM1980259v1
"	"GCF_019802595.1
"	"144
"	"0
"	"143
"	"31867959
"	"287
"	"18018000
"	"14400
"	"43
"
290	GCF_019923935.1_NDDB_SH_1_assembly_stats.txt	"NDDB_SH_1
"	"GCF_019923935.1
"	"659
"	"0
"	"26
"	"116997125
"	"685
"	"9586610
"	"65900
"	"41.5
"
291	GCF_019924925.1_HZGC01_assembly_stats.txt	"HZGC01
"	"GCF_019924925.1
"	"150
"	"0
"	"31
"	"35662356
"	"181
"	"19319444
"	"150000
"	"37.5
"
292	GCF_019925205.1_ASM1992520v1_assembly_stats.txt	"ASM1992520v1
"	"GCF_019925205.1
"	"240
"	"0
"	"67
"	"41762923
"	"307
"	"7032305
"	"120000
"	"30
"
293	GCF_020080835.1_MPM_Cglom_v2.3_assembly_stats.txt	"MPM_Cglom_v2.3
"	"GCF_020080835.1
"	"1317
"	"0
"	"3354
"	"27756834
"	"4671
"	"668782
"	"131700
"	"31
"
294	GCF_020085105.1_ASM2008510v1_assembly_stats.txt	"ASM2008510v1
"	"GCF_020085105.1
"	"93
"	"0
"	"65
"	"30013189
"	"158
"	"20478450
"	"9300
"	"40.5
"
295	GCF_020171115.1_ASM_NN_V1_assembly_stats.txt	"ASM_NN_V1
"	"GCF_020171115.1
"	"0
"	"0
"	"183
"	"220349319
"	"183
"	"220349319
"	"0
"	"42.5
"
296	GCF_020184175.1_ASM2018417v2_assembly_stats.txt	"ASM2018417v2
"	"GCF_020184175.1
"	"243
"	"0
"	"505
"	"89127860
"	"748
"	"3973335
"	"28445
"	"27.5
"
297	GCF_020283565.1_ARS_RC_1.1_assembly_stats.txt	"ARS_RC_1.1
"	"GCF_020283565.1
"	"231
"	"0
"	"90
"	"57907604
"	"321
"	"3204466
"	"121850
"	"33.5
"
298	GCF_020379485.1_Da-Ae_assembly_stats.txt	"Da-Ae
"	"GCF_020379485.1
"	"840
"	"0
"	"3167
"	"48209797
"	"4007
"	"1580367
"	"85797
"	"37
"
299	GCF_020382885.2_fScaArg1.pri_assembly_stats.txt	"fScaArg1.pri
"	"GCF_020382885.2
"	"77
"	"0
"	"48
"	"24451451
"	"125
"	"17189422
"	"1711559
"	"41.5
"
300	GCF_020520425.1_BTI_SOV_V1_assembly_stats.txt	"BTI_SOV_V1
"	"GCF_020520425.1
"	"63
"	"0
"	"246
"	"151450279
"	"309
"	"23783150
"	"6300
"	"38
"
301	GCF_020615455.1_ASM2061545v1_assembly_stats.txt	"ASM2061545v1
"	"GCF_020615455.1
"	"1159
"	"0
"	"7334
"	"52021072
"	"8493
"	"2177185
"	"120877
"	"44
"
302	GCF_020631705.1_ASM2063170v1.1_assembly_stats.txt	"ASM2063170v1.1
"	"GCF_020631705.1
"	"124
"	"0
"	"309
"	"12546303
"	"433
"	"1507563
"	"12400
"	"39.5
"
303	GCF_020740605.2_mLemCat1.pri_assembly_stats.txt	"mLemCat1.pri
"	"GCF_020740605.2
"	"210
"	"0
"	"185
"	"102162704
"	"395
"	"32529614
"	"3641621
"	"41.5
"
304	GCF_020740685.1_mJacJac1.mat.Y.cur_assembly_stats.txt	"mJacJac1.mat.Y.cur
"	"GCF_020740685.1
"	"556
"	"0
"	"160
"	"158244790
"	"716
"	"22104564
"	"13702745
"	"42
"
305	GCF_020740725.1_bCorHaw1.pri.cur_assembly_stats.txt	"bCorHaw1.pri.cur
"	"GCF_020740725.1
"	"294
"	"0
"	"188
"	"76278832
"	"482
"	"23064755
"	"1813227
"	"43.5
"
306	GCF_020740795.1_bApuApu2.pri.cur_assembly_stats.txt	"bApuApu2.pri.cur
"	"GCF_020740795.1
"	"256
"	"0
"	"110
"	"115508478
"	"366
"	"25561769
"	"1747529
"	"42
"
307	GCF_020745825.1_Agelaius_phoeniceus_1.1_assembly_stats.txt	"Agelaiusphoeniceus1.1
"	"GCF_020745825.1
"	"75
"	"31
"	"441
"	"36435137
"	"516
"	"22833505
"	"51600
"	"43
"
308	GCF_020826845.1_mDicBic1.mat.cur_assembly_stats.txt	"mDicBic1.mat.cur
"	"GCF_020826845.1
"	"215
"	"0
"	"1076
"	"65026825
"	"1291
"	"28468213
"	"1368861
"	"41.5
"
309	GCF_020882245.1_ASM2088224v1_assembly_stats.txt	"ASM2088224v1
"	"GCF_020882245.1
"	"237
"	"0
"	"35
"	"92921235
"	"272
"	"14338858
"	"118500
"	"27.5
"
310	GCF_020921035.1_ASM2092103v1_assembly_stats.txt	"ASM2092103v1
"	"GCF_020921035.1
"	"36
"	"0
"	"75
"	"32337726
"	"111
"	"14585590
"	"3600
"	"40.5
"
311	GCF_021018805.1_Cam_Psub_1.2_assembly_stats.txt	"Cam_Psub_1.2
"	"GCF_021018805.1
"	"378
"	"0
"	"538
"	"63498583
"	"916
"	"7918915
"	"75600
"	"42.5
"
312	GCF_021018895.1_ASM2101889v1_assembly_stats.txt	"ASM2101889v1
"	"GCF_021018895.1
"	"150
"	"0
"	"31
"	"28520646
"	"181
"	"17994190
"	"75500
"	"41
"
313	GCF_021130785.1_UT_GWSS_2.1_assembly_stats.txt	"UT_GWSS_2.1
"	"GCF_021130785.1
"	"0
"	"0
"	"14904
"	"168834166
"	"14904
"	"168834166
"	"0
"	"33
"
314	GCF_021134715.1_ASM2113471v1_assembly_stats.txt	"ASM2113471v1
"	"GCF_021134715.1
"	"4
"	"0
"	"13
"	"12288052
"	"17
"	"8301990
"	"400
"	"40.5
"
315	GCF_021155765.1_iyDipSimi1.1_assembly_stats.txt	"iyDipSimi1.1
"	"GCF_021155765.1
"	"12
"	"0
"	"81
"	"19013855
"	"93
"	"16203194
"	"1200
"	"39.5
"
316	GCF_021155775.2_iyNeoPine1.2_assembly_stats.txt	"iyNeoPine1.2
"	"GCF_021155775.2
"	"81
"	"0
"	"112
"	"41400801
"	"193
"	"4737759
"	"8100
"	"40
"
317	GCF_021155785.1_iyNeoFabr1.1_assembly_stats.txt	"iyNeoFabr1.1
"	"GCF_021155785.1
"	"28
"	"0
"	"72
"	"40332006
"	"100
"	"13746097
"	"2800
"	"40
"
318	GCF_021184085.1_OgorEven_v1.0_assembly_stats.txt	"OgorEven_v1.0
"	"GCF_021184085.1
"	"5212
"	"0
"	"19028
"	"85609528
"	"24240
"	"1451475
"	"1188004
"	"44.5
"
319	GCF_021234035.1_SC_F0-13Bv2_assembly_stats.txt	"SC_F0-13Bv2
"	"GCF_021234035.1
"	"144
"	"0
"	"155
"	"18885472
"	"299
"	"3523768
"	"14400
"	"41.5
"
320	GCF_021292245.1_ASM2129224v1_assembly_stats.txt	"ASM2129224v1
"	"GCF_021292245.1
"	"34581
"	"0
"	"15020
"	"34173225
"	"49601
"	"46775
"	"3005762
"	"40.5
"
321	GCF_021347895.1_KAUST_Apoly_ChrSc_assembly_stats.txt	"KAUST_Apoly_ChrSc
"	"GCF_021347895.1
"	"870
"	"0
"	"81
"	"41709588
"	"951
"	"5524274
"	"74746
"	"40.5
"
322	GCF_021461385.2_iqSchPice1.1_assembly_stats.txt	"iqSchPice1.1
"	"GCF_021461385.2
"	"920
"	"0
"	"2493
"	"854032331
"	"3413
"	"27424730
"	"460000
"	"42.5
"
323	GCF_021461395.2_iqSchAmer2.1_assembly_stats.txt	"iqSchAmer2.1
"	"GCF_021461395.2
"	"497
"	"0
"	"1751
"	"854857182
"	"2248
"	"49627568
"	"248500
"	"42.5
"
324	GCF_021462225.1_DD_fGirMul_XY1_assembly_stats.txt	"DD_fGirMul_XY1
"	"GCF_021462225.1
"	"408
"	"0
"	"72
"	"47419401
"	"480
"	"13818222
"	"6172099
"	"40
"
325	GCF_021464435.1_ULB_Chis1_1.0_assembly_stats.txt	"ULB_Chis1_1.0
"	"GCF_021464435.1
"	"2
"	"0
"	"453
"	"7954289
"	"455
"	"7954289
"	"196
"	"34.5
"
326	GCF_021613505.1_UCLA_HA_Equagga_1.0_assembly_stats.txt	"UCLA_HA_Equagga_1.0
"	"GCF_021613505.1
"	"14625
"	"0
"	"12507
"	"122556673
"	"27132
"	"427941
"	"23945617
"	"41.5
"
327	GCF_021901455.1_iyNeoLeco1.1_assembly_stats.txt	"iyNeoLeco1.1
"	"GCF_021901455.1
"	"62
"	"0
"	"106
"	"41410448
"	"168
"	"8158086
"	"6200
"	"40
"
328	GCF_021901495.1_iyNeoVirg1.1_assembly_stats.txt	"iyNeoVirg1.1
"	"GCF_021901495.1
"	"40
"	"0
"	"47
"	"40070836
"	"87
"	"11611595
"	"4000
"	"40
"
329	GCF_021917145.1_fHypTra1_assembly_stats.txt	"fHypTra1
"	"GCF_021917145.1
"	"1474
"	"0
"	"376
"	"14850352
"	"1850
"	"412669
"	"354099
"	"45
"
330	GCF_022045245.1_ASM2204524v1_assembly_stats.txt	"ASM2204524v1
"	"GCF_022045245.1
"	"19526
"	"0
"	"8457
"	"71024062
"	"27983
"	"65274
"	"1985312
"	"29.5
"
331	GCF_022201045.2_DVS_A1.0_assembly_stats.txt	"DVS_A1.0
"	"GCF_022201045.2
"	"0
"	"0
"	"11
"	"32942340
"	0	0	"0
"	"34
"
332	GCF_022355385.1_MUSNIG.SB6536_assembly_stats.txt	"MUSNIG.SB6536
"	"GCF_022355385.1
"	"33040
"	"0
"	"20575
"	"145433501
"	"53615
"	"148763
"	"82348163
"	"41.5
"
333	GCF_022379125.1_ASM2237912v1_assembly_stats.txt	"ASM2237912v1
"	"GCF_022379125.1
"	"0
"	"0
"	"28
"	"25762658
"	"28
"	"25762658
"	"0
"	"43.5
"
334	GCF_022458985.1_CIBA_Mcephalus_1.1_assembly_stats.txt	"CIBA_Mcephalus_1.1
"	"GCF_022458985.1
"	"445
"	"0
"	"24
"	"28326520
"	"469
"	"20153794
"	"222500
"	"42
"
335	GCF_022539315.1_serCan2020_assembly_stats.txt	"serCan2020
"	"GCF_022539315.1
"	"1054
"	"0
"	"685
"	"72083177
"	"1739
"	"12206373
"	"527000
"	"42.5
"
336	GCF_022539355.2_HSTE1.2_assembly_stats.txt	"HSTE1.2
"	"GCF_022539355.2
"	"1131
"	"0
"	"53
"	"27288303
"	"1184
"	"4638087
"	"325822
"	"42
"
337	GCF_022539505.1_APGP_CSIRO_Lrig_0.1_assembly_stats.txt	"APGP_CSIRO_Lrig_0.1
"	"GCF_022539505.1
"	"31919
"	"0
"	"1764
"	"361799021
"	"33683
"	"113670
"	"3191900
"	"45
"
338	GCF_022539595.1_ASM2253959v1_assembly_stats.txt	"ASM2253959v1
"	"GCF_022539595.1
"	"1454
"	"0
"	"354
"	"36880113
"	"1808
"	"812338
"	"136641
"	"39.5
"
339	GCF_022539665.2_CSIRO_AGI_Dcar_HiC_V3_assembly_stats.txt	"CSIRO_AGI_Dcar_HiC_V3
"	"GCF_022539665.2
"	"139
"	"0
"	"106
"	"9910348
"	"245
"	"3551999
"	"13900
"	"40.5
"
340	GCF_022581195.2_ilHelZeax1.1_assembly_stats.txt	"ilHelZeax1.1
"	"GCF_022581195.2
"	"23
"	"0
"	"43
"	"12841304
"	"66
"	"10871041
"	"2208
"	"37
"
341	GCF_022605725.1_icAntGran1.3_assembly_stats.txt	"icAntGran1.3
"	"GCF_022605725.1
"	"264
"	"0
"	"304
"	"36454210
"	"568
"	"6865999
"	"26041
"	"32
"
342	GCF_022655615.1_HZAU_PFXX_2.0_assembly_stats.txt	"HZAU_PFXX_2.0
"	"GCF_022655615.1
"	"800
"	"0
"	"517
"	"27158553
"	"1317
"	"3329536
"	"399046
"	"39.5
"
343	GCF_022682495.1_HLdesRot8A_assembly_stats.txt	"HLdesRot8A
"	"GCF_022682495.1
"	"611
"	"0
"	"573
"	"160127860
"	"1184
"	"6762714
"	"255063
"	"43
"
344	GCF_022837055.1_UM_Priviv_1.0_assembly_stats.txt	"UM_Priviv_1.0
"	"GCF_022837055.1
"	"63
"	"0
"	"192
"	"144906162
"	"255
"	"68766634
"	"31077
"	"42
"
345	GCF_022985175.1_IGBB_LRoh.1.0_assembly_stats.txt	"IGBB_LRoh.1.0
"	"GCF_022985175.1
"	"5144
"	"0
"	"2870
"	"37901974
"	"8014
"	"1265157
"	"181047225
"	"36
"
346	GCF_023065955.2_UrsArc2.0_assembly_stats.txt	"UrsArc2.0
"	"GCF_023065955.2
"	"250
"	"0
"	"362
"	"71981430
"	"612
"	"35674000
"	"50000
"	"42.5
"
347	GCF_023078275.1_LegGlyc_1.1_assembly_stats.txt	"LegGlyc_1.1
"	"GCF_023078275.1
"	"200
"	"0
"	"40
"	"25267037
"	"240
"	"4159467
"	"20266
"	"38
"
348	GCF_023091745.1_Takin1.1_assembly_stats.txt	"Takin1.1
"	"GCF_023091745.1
"	"152
"	"0
"	"1363
"	"109747698
"	"1515
"	"68053581
"	"75583
"	"43.5
"
349	GCF_023101765.2_AGI-APGP_CSIRO_Sfru_2.0_assembly_stats.txt	"AGI-APGP_CSIRO_Sfru_2.0
"	"GCF_023101765.2
"	"104
"	"0
"	"69
"	"13003764
"	"173
"	"4914980
"	"9260
"	"36.5
"
350	GCF_023119035.1_UniMelb_Shisp_WGS_1.0_assembly_stats.txt	"UniMelb_Shisp_WGS_1.0
"	"GCF_023119035.1
"	"3748
"	"0
"	"1556
"	"53190533
"	"5304
"	"116070
"	"613150
"	"36
"
351	GCF_023159225.1_ASM2315922v1_assembly_stats.txt	"ASM2315922v1
"	"GCF_023159225.1
"	"1807
"	"0
"	"6180
"	"72679016
"	"7987
"	"7389774
"	"797500
"	"42
"
352	GCF_023343835.1_bLagMut1_primary_assembly_stats.txt	"bLagMut1primary
"	"GCF_023343835.1
"	"210
"	"0
"	"165
"	"71229700
"	"375
"	"17905263
"	"71937
"	"41.5
"
353	GCF_023373465.1_Oket_V2_assembly_stats.txt	"Oket_V2
"	"GCF_023373465.1
"	"18
"	"3405
"	"17480
"	"2025324
"	"17498
"	"2022835
"	"341969
"	"44
"
354	GCF_023373825.1_ASM2337382v1_assembly_stats.txt	"ASM2337382v1
"	"GCF_023373825.1
"	"1084
"	"0
"	"587
"	"93297747
"	"1671
"	"1523498
"	"542000
"	"36.5
"
355	GCF_023375685.1_Billie_1.0_assembly_stats.txt	"Billie_1.0
"	"GCF_023375685.1
"	"171
"	"0
"	"43
"	"30432001
"	"214
"	"16772172
"	"16147546
"	"40
"
356	GCF_023375975.1_AstMex3_surface_assembly_stats.txt	"AstMex3_surface
"	"GCF_023375975.1
"	"14
"	"0
"	"109
"	"51923808
"	"123
"	"47087582
"	"7000
"	"38
"
357	GCF_023558435.1_ASM2355843v2_assembly_stats.txt	"ASM2355843v2
"	"GCF_023558435.1
"	"4
"	"0
"	"92
"	"37627869
"	"96
"	"33386403
"	"200
"	"38
"
358	GCF_023558535.2_ASM2355853v2_assembly_stats.txt	"ASM2355853v2
"	"GCF_023558535.2
"	"9
"	"0
"	"281
"	"33885645
"	"290
"	"20479040
"	"450
"	"38
"
359	GCF_023634085.1_bFalChe1.pri_assembly_stats.txt	"bFalChe1.pri
"	"GCF_023634085.1
"	"258
"	"0
"	"283
"	"92426045
"	"541
"	"21245687
"	"3961655
"	"43
"
360	GCF_023634155.1_bFalPer1.pri_assembly_stats.txt	"bFalPer1.pri
"	"GCF_023634155.1
"	"232
"	"0
"	"125
"	"93682670
"	"357
"	"15744644
"	"4014385
"	"42.5
"
361	GCF_023638135.1_bFalBia1.pri_assembly_stats.txt	"bFalBia1.pri
"	"GCF_023638135.1
"	"158
"	"0
"	"397
"	"91472507
"	"555
"	"24892811
"	"2152808
"	"43
"
362	GCF_023721935.1_Puncia_PCG_1.0_assembly_stats.txt	"Puncia_PCG_1.0
"	"GCF_023721935.1
"	"23786
"	"0
"	"2636
"	"112063229
"	"26422
"	"179517
"	"17131389
"	"41.5
"
363	GCF_023724105.1_carGib1.2-hapl.c_assembly_stats.txt	"carGib1.2-hapl.c
"	"GCF_023724105.1
"	"2597
"	"0
"	"51
"	"30677984
"	"2648
"	"5134100
"	"1296088
"	"37.5
"
364	GCF_023856365.1_BBRACH_0.4_assembly_stats.txt	"BBRACH_0.4
"	"GCF_023856365.1
"	"234
"	"0
"	"1425
"	"27298164
"	"1659
"	"4190077
"	"112552
"	"44
"
365	GCF_023864275.1_iqSchCanc2.1_assembly_stats.txt	"iqSchCanc2.1
"	"GCF_023864275.1
"	"403
"	"0
"	"1108
"	"939673033
"	"1511
"	"59628095
"	"197448
"	"42.5
"
366	GCF_023864345.2_iqSchSeri2.2_assembly_stats.txt	"iqSchSeri2.2
"	"GCF_023864345.2
"	"513
"	"0
"	"1455
"	"849285246
"	"1968
"	"39994732
"	"255132
"	"42.5
"
367	GCF_023897955.1_iqSchGreg1.2_assembly_stats.txt	"iqSchGreg1.2
"	"GCF_023897955.1
"	"312
"	"0
"	"1475
"	"791150472
"	"1787
"	"44584537
"	"31200
"	"42.5
"
368	GCF_023898315.1_iqSchNite1.1_assembly_stats.txt	"iqSchNite1.1
"	"GCF_023898315.1
"	"315
"	"0
"	"512
"	"992907699
"	"827
"	"73929931
"	"157037
"	"42.5
"
369	GCF_024139115.2_GZ_Asu_2_assembly_stats.txt	"GZ_Asu_2
"	"GCF_024139115.2
"	"2157
"	"0
"	"2078
"	"430149658
"	"4235
"	"2070622
"	"175076
"	"40.5
"
370	GCF_024139225.1_mSunEtr1.pri.cur_assembly_stats.txt	"mSunEtr1.pri.cur
"	"GCF_024139225.1
"	"1007
"	"0
"	"147
"	"131952995
"	"1154
"	"5042816
"	"10644055
"	"40
"
371	GCF_024166365.1_mEleMax1_primary_haplotype_assembly_stats.txt	"mEleMax1primaryhaplotype
"	"GCF_024166365.1
"	"126
"	"0
"	"64
"	"127432672
"	"190
"	"87987108
"	"3333681
"	"41
"
372	GCF_024217435.2_RoL_Ssco_1.2_assembly_stats.txt	"RoL_Ssco_1.2
"	"GCF_024217435.2
"	"11
"	"0
"	"495
"	"17337441
"	"506
"	"15551623
"	"220
"	"45
"
373	GCF_024256425.1_CGAR_prim_01v2_assembly_stats.txt	"CGAR_prim_01v2
"	"GCF_024256425.1
"	"0
"	"0
"	"48
"	"33715535
"	"48
"	"33715535
"	"0
"	"39
"
374	GCF_024323335.1_CAAS_Psat_ZW6_1.0_assembly_stats.txt	"CAAS_Psat_ZW6_1.0
"	"GCF_024323335.1
"	"826
"	"0
"	"1566
"	"523395090
"	"2392
"	"8969346
"	"10242498
"	"38
"
375	GCF_024334085.1_ASM2433408v1_assembly_stats.txt	"ASM2433408v1
"	"GCF_024334085.1
"	"251
"	"0
"	"4
"	"40620313
"	"255
"	"1092454
"	"121207
"	"35.5
"
376	GCF_024362695.1_ilPecGoss1.1_assembly_stats.txt	"ilPecGoss1.1
"	"GCF_024362695.1
"	"91
"	"0
"	"152
"	"16702263
"	"243
"	"8257054
"	"9014
"	"38.5
"
377	GCF_024364675.1_icAetTumi1.1_assembly_stats.txt	"icAetTumi1.1
"	"GCF_024364675.1
"	"29
"	"0
"	"9
"	"36783356
"	"38
"	"11742490
"	"2900
"	"28
"
378	GCF_024489055.1_ASM2448905v1_assembly_stats.txt	"ASM2448905v1
"	"GCF_024489055.1
"	"181
"	"0
"	"51
"	"42399299
"	"232
"	"23286394
"	"18100
"	"38
"
379	GCF_024500275.1_UOR_Pequ_1.1_assembly_stats.txt	"UOR_Pequ_1.1
"	"GCF_024500275.1
"	"76
"	"0
"	"1537
"	"30018624
"	"1613
"	"16851628
"	"1760
"	"42.5
"
380	GCF_024500385.1_UOR_Ptae_1.2_assembly_stats.txt	"UOR_Ptae_1.2
"	"GCF_024500385.1
"	"196
"	"0
"	"1259
"	"31005324
"	"1455
"	"9935855
"	"3920
"	"42
"
381	GCF_024509145.1_ASM2450914v1_assembly_stats.txt	"ASM2450914v1
"	"GCF_024509145.1
"	"260
"	"78
"	"224
"	"61801348
"	"484
"	"7488902
"	"33800
"	"42.5
"
382	GCF_024516045.1_iyBomAffi1.2_assembly_stats.txt	"iyBomAffi1.2
"	"GCF_024516045.1
"	"60
"	"0
"	"858
"	"12331690
"	"918
"	"3123606
"	"6012
"	"37.5
"
383	GCF_024542735.1_iyBomHunt1.1_assembly_stats.txt	"iyBomHunt1.1
"	"GCF_024542735.1
"	"38
"	"0
"	"225
"	"17546577
"	"263
"	"9270999
"	"3800
"	"37
"
384	GCF_024542745.1_ASM2454274v1_assembly_stats.txt	"ASM2454274v1
"	"GCF_024542745.1
"	"366
"	"0
"	"623
"	"150623419
"	"989
"	"48622411
"	"182600
"	"41
"
